Cliente,CNPJ,Produto,Qtd,Dt Emissao,Data Faturamento
MB DISTRIBUIDORA,06752049000268,013298,1400.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,013298,400.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,013298,500.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,013298,200.0,20250321,20250331
W SUL DIST E IMP DE,08111865000137,013298,600.0,20250321,20250331
LM MOTO,70963418000341,013298,1600.0,20250213,20250221
LM MOTO,70963418000341,013298,1200.0,20250321,        
W. NORTE,51050054000364,013298,100.0,20250322,20250403
W. NORTE,51050054000364,013298,100.0,20250331,20250403
W.SP LOGISTICA,11247454000188,013298,500.0,20250320,20250321
W.SP LOGISTICA,11247454000188,013298,1200.0,20250321,20250321
LM MOTO,70963418000341,013298,700.0,20250321,20250325
LM MOTO,70963418000341,013298,2100.0,20250321,20250325
W. NORDESTE,22101582000135,013298,600.0,20250322,20250328
W.SP LOGISTICA,11247454000188,013298,1100.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,013356,200.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,013356,5.0,20250117,20250128
W. NORTE,51050054000364,013356,200.0,20250107,20250114
LM MOTO,70963418000341,013356,50.0,20250116,20250124
LM MOTO,70963418000341,013431,40.0,20250326,20250402
MB DISTRIBUIDORA,06752049000268,013431,40.0,20250107,20250108
W.CO LOGISTICA EM DU,19246547000108,005197,100.0,20250321,20250327
W. NORDESTE,22101582000135,005197,100.0,20250213,20250217
MB DISTRIBUIDORA,06752049000268,005197,100.0,20250322,20250324
LM MOTO,70963418000341,005197,100.0,20250319,20250325
W.SP LOGISTICA,11247454000188,005200,100.0,20250320,20250321
LM MOTO,70963418000341,005200,200.0,20250321,        
MB DISTRIBUIDORA,06752049000268,005200,100.0,20250321,20250324
W. NORDESTE,22101582000135,005200,100.0,20250213,20250227
LM MOTO,70963418000341,005200,200.0,20250213,20250221
LM MOTO,70963418000341,005200,300.0,20250321,20250325
W SUL DIST E IMP DE,08111865000137,005200,200.0,20250213,20250218
W. NORDESTE,22101582000135,005248,40.0,20250107,20250116
LM MOTO,70963418000341,015343,25.0,20250109,        
LM MOTO,70963418000341,015343,20.0,20250120,20250124
W SUL DIST E IMP DE,08111865000137,015343,10.0,20250117,20250128
W SUL DIST E IMP DE,08111865000137,015343,50.0,20250213,20250218
MB DISTRIBUIDORA,06752049000268,015343,50.0,20250212,20250217
W.SP LOGISTICA,11247454000188,015343,25.0,20250204,        
W.SP LOGISTICA,11247454000188,015343,100.0,20250213,20250214
W.SP LOGISTICA,11247454000188,015379,40.0,20250324,20250328
MB DISTRIBUIDORA,06752049000268,015379,40.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,015379,40.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,015432,20.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,015488,20.0,20250107,20250109
W. NORDESTE,22101582000135,013296,15.0,20250109,20250116
W. NORDESTE,22101582000135,013296,5.0,20250130,20250210
W.SP LOGISTICA,11247454000188,013296,0.0,20250204,        
W. NORTE,51050054000364,013296,5.0,20250130,20250228
W.CO LOGISTICA EM DU,19246547000108,013306,100.0,20250213,20250219
W SUL DIST E IMP DE,08111865000137,013306,100.0,20250212,20250218
W. NORDESTE,22101582000135,013306,100.0,20250322,20250328
LM MOTO,70963418000341,013306,100.0,20250321,        
LM MOTO,70963418000341,013306,100.0,20250321,20250325
W. NORDESTE,22101582000135,013306,100.0,20250213,20250217
LM MOTO,70963418000341,013358,50.0,20250116,20250124
W SUL DIST E IMP DE,08111865000137,013358,200.0,20250107,20250116
W.SP LOGISTICA,11247454000188,013358,30.0,20250116,20250124
W.SP LOGISTICA,11247454000188,013569,20.0,20250311,20250311
W. NORDESTE,22101582000135,013569,20.0,20250124,20250127
W.SP LOGISTICA,11247454000188,013569,20.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,013569,20.0,20250307,20250320
LM MOTO,70963418000341,005177,200.0,20250321,        
LM MOTO,70963418000341,005177,200.0,20250321,20250325
MB DISTRIBUIDORA,06752049000268,005177,300.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,005177,100.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,005177,100.0,20250321,20250331
LM MOTO,70963418000341,005177,200.0,20250213,20250221
W.SP LOGISTICA,11247454000188,005177,100.0,20250213,20250214
W.SP LOGISTICA,11247454000188,005177,100.0,20250322,20250328
W.SP LOGISTICA,11247454000188,005184,100.0,20250107,20250110
LM MOTO,70963418000341,005184,200.0,20250321,        
LM MOTO,70963418000341,005184,200.0,20250321,20250325
W.SP LOGISTICA,11247454000188,005184,400.0,20250213,20250214
MB DISTRIBUIDORA,06752049000268,005184,100.0,20250322,20250324
W.SP LOGISTICA,11247454000188,005184,200.0,20250320,20250321
W.SP LOGISTICA,11247454000188,005184,100.0,20250322,20250328
MB DISTRIBUIDORA,06752049000268,005184,200.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,005184,100.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,005184,100.0,20250321,20250331
W.CO LOGISTICA EM DU,19246547000108,005194,100.0,20250321,20250327
W SUL DIST E IMP DE,08111865000137,005194,100.0,20250321,20250331
W SUL DIST E IMP DE,08111865000137,005194,100.0,20250213,20250218
LM MOTO,70963418000341,005194,200.0,20250321,20250325
LM MOTO,70963418000341,005194,200.0,20250321,        
W.CO LOGISTICA EM DU,19246547000108,005199,200.0,20250213,20250219
W. NORDESTE,22101582000135,005199,600.0,20250213,20250217
LM MOTO,70963418000341,005199,400.0,20250213,20250221
MB DISTRIBUIDORA,06752049000268,013898,60.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,013898,60.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,013898,60.0,20250328,20250401
W.SP LOGISTICA,11247454000188,013924,80.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,013924,80.0,20250107,20250109
W.SP LOGISTICA,11247454000188,013924,80.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,013924,240.0,20250326,20250327
W.SP LOGISTICA,11247454000188,013951,10.0,20250116,20250124
LM MOTO,70963418000341,013956,200.0,20250324,20250402
LM MOTO,70963418000341,013956,200.0,20250107,20250110
W.SP LOGISTICA,11247454000188,013956,100.0,20250107,20250110
W.SP LOGISTICA,11247454000188,013956,300.0,20250324,20250328
W SUL DIST E IMP DE,08111865000137,013956,100.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,013956,300.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,013956,100.0,20250324,20250331
LM MOTO,70963418000341,013956,500.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,013956,100.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,013956,100.0,20250107,20250116
W.SP LOGISTICA,11247454000188,013956,200.0,20250122,20250124
W.SP LOGISTICA,11247454000188,013956,100.0,20250204,20250204
LM MOTO,70963418000341,013958,100.0,20250324,20250402
LM MOTO,70963418000341,013958,100.0,20250107,20250110
W. NORDESTE,22101582000135,013958,100.0,20250312,20250312
LM MOTO,70963418000341,013958,300.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,013958,100.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,013958,100.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,013958,100.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,013958,100.0,20250324,20250331
W. NORDESTE,22101582000135,014133,10.0,20250109,20250116
W. NORTE,51050054000364,014133,100.0,20250213,20250228
MB DISTRIBUIDORA,06752049000268,014133,100.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,014135,50.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,014135,100.0,20250321,20250331
W.SP LOGISTICA,11247454000188,014135,25.0,20250213,20250214
W. NORTE,51050054000364,014135,25.0,20250213,20250228
MB IMPORTS,06752049000187,016211,800.0,20250327,20250327
LM MOTO,70963418000341,016237,20.0,20250401,        
W.SP LOGISTICA,11247454000188,016237,20.0,20250401,        
MB DISTRIBUIDORA,06752049000268,016237,20.0,20250401,        
W SUL DIST E IMP DE,08111865000137,016237,20.0,20250401,        
MB DISTRIBUIDORA,06752049000268,016237,20.0,20250401,20250403
W. NORTE,51050054000364,016237,20.0,20250401,20250403
W.SP LOGISTICA,11247454000188,016237,20.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,016237,20.0,20250401,        
W. NORDESTE,22101582000135,016237,20.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,016284,300.0,20250403,        
W SUL DIST E IMP DE,08111865000137,009250,10.0,20250117,20250128
W.SP LOGISTICA,11247454000188,010118,420.0,20250324,20250328
W.SP LOGISTICA,11247454000188,010118,120.0,20250324,20250328
MB DISTRIBUIDORA,06752049000268,010118,120.0,20250324,20250327
W. NORDESTE,22101582000135,010120,100.0,20250312,20250312
W.SP LOGISTICA,11247454000188,010120,100.0,20250204,20250214
W.SP LOGISTICA,11247454000188,010119,60.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,013298,600.0,20250213,20250219
W SUL DIST E IMP DE,08111865000137,010357,400.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,010357,400.0,20250107,20250109
W. NORDESTE,22101582000135,010363,200.0,20250221,20250224
W. NORDESTE,22101582000135,010363,200.0,20250107,20250116
LM MOTO,70963418000341,010363,200.0,20250220,20250310
W.SP LOGISTICA,11247454000188,010373,200.0,20250214,20250221
W.SP LOGISTICA,11247454000188,010373,400.0,20250107,20250110
W. NORDESTE,22101582000135,010373,200.0,20250214,20250218
W. NORDESTE,22101582000135,010373,200.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,010373,200.0,20250107,20250116
W.CO LOGISTICA EM DU,19246547000108,010373,200.0,20250214,20250219
MB DISTRIBUIDORA,06752049000268,010373,600.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,010373,200.0,20250221,20250224
W.SP LOGISTICA,11247454000188,010378,200.0,20250214,20250221
W.SP LOGISTICA,11247454000188,010378,200.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,010378,200.0,20250107,20250114
W. NORDESTE,22101582000135,010378,200.0,20250214,20250218
W. NORDESTE,22101582000135,010378,200.0,20250124,20250127
W. NORDESTE,22101582000135,010378,200.0,20250221,20250224
MB DISTRIBUIDORA,06752049000268,010378,200.0,20250221,20250224
W. NORDESTE,22101582000135,010378,200.0,20250107,20250116
LM MOTO,70963418000341,010378,200.0,20250107,20250110
LM MOTO,70963418000341,010378,200.0,20250204,20250211
W. NORTE,51050054000364,010378,200.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,010378,200.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,010378,400.0,20250107,20250109
W. NORDESTE,22101582000135,010380,200.0,20250221,20250224
LM MOTO,70963418000341,010380,200.0,20250220,20250310
W SUL DIST E IMP DE,08111865000137,010380,200.0,20250220,20250221
MB DISTRIBUIDORA,06752049000268,010380,200.0,20250107,20250109
W.SP LOGISTICA,11247454000188,010410,840.0,20250214,20250221
W.SP LOGISTICA,11247454000188,010410,1272.0,20250324,20250328
LM MOTO,70963418000341,010410,792.0,20250324,20250325
LM MOTO,70963418000341,010410,168.0,20250324,20250402
W.CO LOGISTICA EM DU,19246547000108,010410,144.0,20250324,20250327
W. NORDESTE,22101582000135,010410,240.0,20250401,        
W SUL DIST E IMP DE,08111865000137,010410,96.0,20250324,20250331
W SUL DIST E IMP DE,08111865000137,010410,432.0,20250324,20250331
MB DISTRIBUIDORA,06752049000268,010410,3192.0,20250401,20250403
W SUL DIST E IMP DE,08111865000137,010410,168.0,20250401,        
MB DISTRIBUIDORA,06752049000268,010410,3552.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,010410,768.0,20250401,        
MB DISTRIBUIDORA,06752049000268,010410,2952.0,20250214,20250217
W SUL DIST E IMP DE,08111865000137,010410,360.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,010410,800.0,20250324,20250327
W. NORTE,51050054000364,010410,288.0,20250401,20250403
W.CO LOGISTICA EM DU,19246547000108,010410,144.0,20250403,        
W.CO LOGISTICA EM DU,19246547000108,010410,600.0,20250403,        
W.SP LOGISTICA,11247454000188,010410,264.0,20250324,20250328
W.SP LOGISTICA,11247454000188,010410,696.0,20250401,        
W. NORTE,51050054000364,010410,320.0,20250214,20250228
W.CO LOGISTICA EM DU,19246547000108,010410,480.0,20250214,20250219
W.CO LOGISTICA EM DU,19246547000108,010410,360.0,20250324,20250327
W. NORTE,51050054000364,010410,408.0,20250324,20250403
W. NORDESTE,22101582000135,010410,576.0,20250324,20250328
LM MOTO,70963418000341,010410,648.0,20250214,20250221
W. NORTE,51050054000364,010410,216.0,20250214,20250228
W. NORDESTE,22101582000135,010410,2184.0,20250214,20250224
W. NORDESTE,22101582000135,010410,1536.0,20250324,20250328
LM MOTO,70963418000341,010410,336.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,010410,264.0,20250401,        
W.SP LOGISTICA,11247454000188,013892,20.0,20250214,20250311
W.CO LOGISTICA EM DU,19246547000108,013892,8.0,20250122,        
W.SP LOGISTICA,11247454000188,013892,7.0,20250116,20250124
MB DISTRIBUIDORA,06752049000268,013892,20.0,20250326,20250327
W.CO LOGISTICA EM DU,19246547000108,013892,20.0,20250214,20250219
W SUL DIST E IMP DE,08111865000137,013892,20.0,20250326,20250331
MB DISTRIBUIDORA,06752049000268,013892,20.0,20250214,20250218
W.SP LOGISTICA,11247454000188,013892,20.0,20250326,20250328
W.SP LOGISTICA,11247454000188,013933,8.0,20250107,20250110
LM MOTO,70963418000341,013933,8.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,013933,24.0,20250107,20250114
W. NORDESTE,22101582000135,013933,8.0,20250107,20250116
W. NORTE,51050054000364,013933,8.0,20250107,20250114
W.CO LOGISTICA EM DU,19246547000108,013933,16.0,20250122,20250127
LM MOTO,70963418000341,013933,16.0,20250218,20250221
W.SP LOGISTICA,11247454000188,013933,32.0,20250218,20250221
W.SP LOGISTICA,11247454000188,013933,8.0,20250123,20250124
MB DISTRIBUIDORA,06752049000268,013933,64.0,20250218,20250219
MB DISTRIBUIDORA,06752049000268,013933,112.0,20250107,20250109
W.SP LOGISTICA,11247454000188,013986,80.0,20250204,20250214
W. NORDESTE,22101582000135,013986,80.0,20250214,20250218
MB DISTRIBUIDORA,06752049000268,013986,80.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,013986,80.0,20250214,20250221
W. NORTE,51050054000364,013986,80.0,20250328,20250403
LM MOTO,70963418000341,013986,80.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,013999,50.0,20250403,        
W. NORDESTE,22101582000135,013999,70.0,20250130,20250210
MB DISTRIBUIDORA,06752049000268,013999,1000.0,20250131,20250203
W. NORDESTE,22101582000135,014132,20.0,20250211,20250312
W. NORDESTE,22101582000135,014132,10.0,20250109,20250116
W.SP LOGISTICA,11247454000188,014132,10.0,20250116,20250124
W.SP LOGISTICA,11247454000188,014132,20.0,20250204,        
W SUL DIST E IMP DE,08111865000137,014132,10.0,20250117,20250128
W.CO LOGISTICA EM DU,19246547000108,016236,100.0,20250328,        
MB DISTRIBUIDORA,06752049000268,016236,75.0,20250328,20250401
MB DISTRIBUIDORA,06752049000268,016236,100.0,20250328,20250401
W SUL DIST E IMP DE,08111865000137,016236,100.0,20250328,20250331
LM MOTO,70963418000341,016236,100.0,20250328,20250402
W.SP LOGISTICA,11247454000188,016236,100.0,20250328,        
W. NORDESTE,22101582000135,016236,100.0,20250328,20250329
W. NORTE,51050054000364,016236,100.0,20250328,        
W. NORTE,51050054000364,016236,25.0,20250328,20250403
LM MOTO,70963418000341,009246,75.0,20250321,20250325
W. NORDESTE,22101582000135,009246,50.0,20250113,        
MB DISTRIBUIDORA,06752049000268,009246,100.0,20250321,20250324
MB DISTRIBUIDORA,06752049000268,009246,100.0,20250213,20250217
W SUL DIST E IMP DE,08111865000137,009246,10.0,20250117,20250128
W SUL DIST E IMP DE,08111865000137,009246,100.0,20250213,20250218
LM MOTO,70963418000341,009246,100.0,20250321,20250325
W. NORTE,51050054000364,009246,25.0,20250130,20250228
W. NORTE,51050054000364,009246,25.0,20250322,20250403
W. NORDESTE,22101582000135,009246,50.0,20250124,        
W. NORDESTE,22101582000135,009246,100.0,20250322,20250328
W. NORDESTE,22101582000135,009246,9.0,20250109,20250116
W.CO LOGISTICA EM DU,19246547000108,009246,100.0,20250213,20250219
W. NORDESTE,22101582000135,009246,100.0,20250213,20250217
W.CO LOGISTICA EM DU,19246547000108,013302,600.0,20250213,20250219
LM MOTO,70963418000341,013302,100.0,20250321,20250325
LM MOTO,70963418000341,013302,300.0,20250321,20250325
W. NORDESTE,22101582000135,013302,2000.0,20250213,20250227
LM MOTO,70963418000341,013302,200.0,20250321,        
W. NORTE,51050054000364,013302,200.0,20250213,20250228
W. NORTE,51050054000364,013302,200.0,20250213,20250228
W.SP LOGISTICA,11247454000188,013302,400.0,20250213,20250214
W.SP LOGISTICA,11247454000188,013302,100.0,20250321,20250321
W. NORTE,51050054000364,013302,300.0,20250322,20250403
MB DISTRIBUIDORA,06752049000268,013302,800.0,20250213,20250217
MB DISTRIBUIDORA,06752049000268,013302,400.0,20250321,20250324
W. NORDESTE,22101582000135,013308,100.0,20250213,20250217
W.SP LOGISTICA,11247454000188,013308,100.0,20250213,20250214
W SUL DIST E IMP DE,08111865000137,013308,100.0,20250213,20250218
MB DISTRIBUIDORA,06752049000268,013308,100.0,20250212,20250217
W.CO LOGISTICA EM DU,19246547000108,013428,100.0,20250311,20250318
W SUL DIST E IMP DE,08111865000137,013428,30.0,20250117,20250128
MB DISTRIBUIDORA,06752049000268,013428,100.0,20250311,20250314
W. NORTE,51050054000364,013435,10.0,20250130,20250228
MB DISTRIBUIDORA,06752049000268,013435,20.0,20250117,20250120
MB DISTRIBUIDORA,06752049000268,013435,30.0,20250131,20250203
MB DISTRIBUIDORA,06752049000268,013437,20.0,20250117,20250120
W.SP LOGISTICA,11247454000188,013437,40.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,013437,20.0,20250117,20250120
W.SP LOGISTICA,11247454000188,005179,300.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,005179,100.0,20250321,20250327
W.CO LOGISTICA EM DU,19246547000108,005179,100.0,20250321,20250327
LM MOTO,70963418000341,005179,800.0,20250214,20250221
W. NORDESTE,22101582000135,005179,300.0,20250213,20250217
LM MOTO,70963418000341,005179,800.0,20250213,20250221
W.CO LOGISTICA EM DU,19246547000108,005179,100.0,20250219,20250227
W.SP LOGISTICA,11247454000188,005179,100.0,20250320,20250321
MB DISTRIBUIDORA,06752049000268,005179,400.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,005179,600.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,005179,200.0,20250321,20250331
W.SP LOGISTICA,11247454000188,005182,900.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,005182,100.0,20250314,20250318
W.CO LOGISTICA EM DU,19246547000108,005182,100.0,20250321,20250327
LM MOTO,70963418000341,005182,1100.0,20250214,20250221
W. NORDESTE,22101582000135,005182,1300.0,20250213,20250217
LM MOTO,70963418000341,005182,1100.0,20250213,20250221
W.CO LOGISTICA EM DU,19246547000108,005182,100.0,20250219,20250227
W.SP LOGISTICA,11247454000188,005182,200.0,20250320,20250321
MB DISTRIBUIDORA,06752049000268,005182,1100.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,005182,500.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,005182,100.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,005182,100.0,20250321,20250331
W.SP LOGISTICA,11247454000188,005187,100.0,20250320,20250321
MB DISTRIBUIDORA,06752049000268,005187,200.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,005187,200.0,20250213,20250218
MB DISTRIBUIDORA,06752049000268,005187,100.0,20250321,20250324
W. NORDESTE,22101582000135,005187,100.0,20250213,20250217
W.SP LOGISTICA,11247454000188,005187,200.0,20250213,20250214
W.SP LOGISTICA,11247454000188,005187,100.0,20250311,20250311
LM MOTO,70963418000341,005187,200.0,20250321,        
LM MOTO,70963418000341,005187,200.0,20250321,20250325
LM MOTO,70963418000341,005187,200.0,20250213,20250306
W.CO LOGISTICA EM DU,19246547000108,005187,100.0,20250321,20250327
W.SP LOGISTICA,11247454000188,005189,100.0,20250320,20250321
W.CO LOGISTICA EM DU,19246547000108,005189,100.0,20250321,20250327
LM MOTO,70963418000341,005189,300.0,20250321,        
LM MOTO,70963418000341,005189,500.0,20250321,20250325
W.SP LOGISTICA,11247454000188,005189,200.0,20250213,20250214
MB DISTRIBUIDORA,06752049000268,005189,200.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,005189,200.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,005189,200.0,20250212,20250218
W. NORDESTE,22101582000135,005189,100.0,20250213,20250217
W SUL DIST E IMP DE,08111865000137,005189,100.0,20250213,20250218
LM MOTO,70963418000341,005189,200.0,20250213,20250221
W.CO LOGISTICA EM DU,19246547000108,005243,30.0,20250107,20250114
MB DISTRIBUIDORA,06752049000268,005243,30.0,20250107,20250109
W SUL DIST E IMP DE,08111865000137,005243,30.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,005243,30.0,20250221,20250307
W.SP LOGISTICA,11247454000188,005243,30.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,005243,30.0,20250107,20250116
LM MOTO,70963418000341,005243,30.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,005249,20.0,20250314,20250318
W SUL DIST E IMP DE,08111865000137,005249,30.0,20250221,20250307
W.SP LOGISTICA,11247454000188,015337,200.0,20250311,20250321
W.CO LOGISTICA EM DU,19246547000108,015337,100.0,20250311,20250318
W. NORTE,51050054000364,015337,100.0,20250312,20250319
MB DISTRIBUIDORA,06752049000268,012341,400.0,20250212,20250217
MB DISTRIBUIDORA,06752049000268,012341,100.0,20250321,20250324
W.SP LOGISTICA,11247454000188,012357,1.0,20250109,        
W.CO LOGISTICA EM DU,19246547000108,012357,1.0,20250113,        
W. NORDESTE,22101582000135,012357,30.0,20250117,20250127
W. NORDESTE,22101582000135,012357,60.0,20250312,20250312
LM MOTO,70963418000341,012357,30.0,20250117,20250124
W.CO LOGISTICA EM DU,19246547000108,012357,30.0,20250117,20250127
W.SP LOGISTICA,11247454000188,012357,2.0,20250116,20250124
W.SP LOGISTICA,11247454000188,012357,30.0,20250117,20250124
W.SP LOGISTICA,11247454000188,012357,30.0,20250204,20250214
LM MOTO,70963418000341,012357,2.0,20250120,20250124
MB DISTRIBUIDORA,06752049000268,012357,30.0,20250117,20250120
MB DISTRIBUIDORA,06752049000268,012367,50.0,20250107,20250109
W. NORTE,51050054000364,012385,20.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,012385,20.0,20250221,20250307
MB DISTRIBUIDORA,06752049000268,012385,20.0,20250107,20250108
W. NORDESTE,22101582000135,012392,15.0,20250214,20250217
LM MOTO,70963418000341,012392,50.0,20250214,20250221
W. NORTE,51050054000364,012392,10.0,20250214,20250228
W.SP LOGISTICA,11247454000188,012392,50.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,012392,50.0,20250214,20250217
W SUL DIST E IMP DE,08111865000137,012392,25.0,20250214,20250218
MB IMPORTS,06752049000187,805812,3546.0,20250123,20250123
W.SP LOGISTICA,11247454000188,012725,80.0,20250204,20250204
W.SP LOGISTICA,11247454000188,012725,64.0,20250107,20250110
LM MOTO,70963418000341,012725,32.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,012725,16.0,20250221,20250227
W SUL DIST E IMP DE,08111865000137,012725,32.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,012725,32.0,20250307,20250314
W.SP LOGISTICA,11247454000188,012725,96.0,20250122,20250124
MB DISTRIBUIDORA,06752049000268,012725,192.0,20250221,20250225
W SUL DIST E IMP DE,08111865000137,012725,64.0,20250221,20250307
W.SP LOGISTICA,11247454000188,012725,48.0,20250221,20250311
W.SP LOGISTICA,11247454000188,014479,30.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,014479,30.0,20250107,20250116
W.SP LOGISTICA,11247454000188,014479,60.0,20250204,20250214
LM MOTO,70963418000341,014479,30.0,20250204,20250211
MB DISTRIBUIDORA,06752049000268,014479,30.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,014489,12.0,20250107,20250108
W.SP LOGISTICA,11247454000188,014576,312.0,20250324,20250328
W.SP LOGISTICA,11247454000188,014576,72.0,20250401,        
LM MOTO,70963418000341,014576,24.0,20250401,        
LM MOTO,70963418000341,014576,24.0,20250324,20250402
W.CO LOGISTICA EM DU,19246547000108,014576,24.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,014576,48.0,20250401,        
MB DISTRIBUIDORA,06752049000268,014576,96.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,014576,24.0,20250324,20250331
W SUL DIST E IMP DE,08111865000137,014576,24.0,20250324,20250331
MB DISTRIBUIDORA,06752049000268,014576,144.0,20250401,20250403
W SUL DIST E IMP DE,08111865000137,014576,24.0,20250401,        
W SUL DIST E IMP DE,08111865000137,014576,24.0,20250401,        
W. NORDESTE,22101582000135,014576,24.0,20250324,20250328
LM MOTO,70963418000341,014576,72.0,20250324,20250325
W.SP LOGISTICA,11247454000188,014576,72.0,20250324,20250328
W.SP LOGISTICA,11247454000188,014576,312.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,014576,24.0,20250324,20250327
MB DISTRIBUIDORA,06752049000268,014576,120.0,20250324,20250327
W. NORDESTE,22101582000135,014576,24.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,014576,24.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,014576,24.0,20250401,        
LM MOTO,70963418000341,014576,72.0,20250401,        
W. NORDESTE,22101582000135,014576,24.0,20250324,20250328
W. NORDESTE,22101582000135,014576,24.0,20250401,        
W.SP LOGISTICA,11247454000188,014580,260.0,20250203,20250204
LM MOTO,70963418000341,014580,70.0,20250127,20250204
W.CO LOGISTICA EM DU,19246547000108,014580,10.0,20250313,20250318
MB DISTRIBUIDORA,06752049000268,014580,180.0,20250127,20250130
W SUL DIST E IMP DE,08111865000137,014580,50.0,20250313,20250314
W SUL DIST E IMP DE,08111865000137,014580,190.0,20250313,20250314
MB DISTRIBUIDORA,06752049000268,014580,100.0,20250313,20250314
W SUL DIST E IMP DE,08111865000137,014580,240.0,20250313,20250314
MB DISTRIBUIDORA,06752049000268,014580,10.0,20250307,20250312
W.SP LOGISTICA,11247454000188,014580,10.0,20250203,20250204
W SUL DIST E IMP DE,08111865000137,014580,80.0,20250204,20250218
MB DISTRIBUIDORA,06752049000268,014580,400.0,20250203,20250205
W SUL DIST E IMP DE,08111865000137,014580,40.0,20250307,20250307
MB DISTRIBUIDORA,06752049000268,014580,440.0,20250313,20250314
W.CO LOGISTICA EM DU,19246547000108,014580,10.0,20250314,20250318
W. NORTE,51050054000364,014580,30.0,20250319,20250403
W. NORTE,51050054000364,014580,90.0,20250331,20250403
W. NORTE,51050054000364,014580,10.0,20250331,20250403
MB DISTRIBUIDORA,06752049000268,014580,20.0,20250203,20250205
LM MOTO,70963418000341,014580,120.0,20250203,20250204
W.SP LOGISTICA,11247454000188,014580,150.0,20250313,20250321
LM MOTO,70963418000341,014580,150.0,20250204,20250211
LM MOTO,70963418000341,014580,20.0,20250203,20250204
W SUL DIST E IMP DE,08111865000137,014580,200.0,20250127,20250128
W.SP LOGISTICA,11247454000188,014580,100.0,20250127,20250204
